id,user_id,month,source,total_value,created_at,updated_at
6baad3c0-7409-42ee-913f-1e7432558fbd,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-04-01,Global Vita,4500,2025-05-31 14:51:38.076007+00,2025-05-31 14:51:38.076007+00
c37665bf-825d-46a5-a775-83d8a6704fdc,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-04-01,Halterego,2000,2025-05-31 14:51:38.076007+00,2025-05-31 14:51:38.076007+00
afb0a0d4-8811-4f54-bc54-a95e6ca64702,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-04-01,Outras receitas,4100,2025-05-31 14:51:38.076007+00,2025-05-31 14:51:38.076007+00
0ab051f4-c3e2-4e7b-ad9c-ecde8d90f2c8,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-04-01,Produto Online,296.86,2025-05-31 14:51:38.076007+00,2025-05-31 14:51:38.076007+00
346daa77-f8fe-414f-bd32-3513c1e814be,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-05-01,Go On Outdoor,10000,2025-05-31 14:51:38.076007+00,2025-05-31 14:51:38.076007+00
2b1f24dd-e366-4146-9fe5-48eb4305e24d,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-05-01,Global Vita,590,2025-05-31 14:51:38.076007+00,2025-05-31 14:51:38.076007+00
116124e8-ad9e-475b-b5af-8bc6aeab5d54,26bac8f5-5b37-4151-a95c-247251b8556d,2025-01-01,Global Vita,3500,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
51c661e6-5f47-4719-9788-db0246971a38,26bac8f5-5b37-4151-a95c-247251b8556d,2025-01-01,Go On Outdoor,1500,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
06e64b7c-2c92-4a03-8706-571910dcb29b,26bac8f5-5b37-4151-a95c-247251b8556d,2025-01-01,Wesley,2000,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
34af4e34-7eac-4a3f-9476-992c663b2700,26bac8f5-5b37-4151-a95c-247251b8556d,2025-01-01,Outras receitas,250,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
5f28bcf0-4f87-4e4b-98da-9754ed8e5314,26bac8f5-5b37-4151-a95c-247251b8556d,2025-02-01,Global Vita,3500,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
38587b3a-1b5e-401b-9121-bc07f22d8682,26bac8f5-5b37-4151-a95c-247251b8556d,2025-02-01,Go On Outdoor,1500,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
94d7727d-5db0-4f8f-956f-403ef3cfd475,26bac8f5-5b37-4151-a95c-247251b8556d,2025-02-01,Wesley,2200,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
546b7ed5-d271-4bf9-940a-2957ab228831,26bac8f5-5b37-4151-a95c-247251b8556d,2025-03-01,Global Vita,4938,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
26624741-6aef-47df-82cf-b40359da6519,26bac8f5-5b37-4151-a95c-247251b8556d,2025-03-01,Go On Outdoor,1500,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
d2a4fba5-1015-49c2-be6a-163eb956c7ef,26bac8f5-5b37-4151-a95c-247251b8556d,2025-03-01,Wesley,339,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
bea6319b-2fc7-462f-b2ba-4e8c0881a540,26bac8f5-5b37-4151-a95c-247251b8556d,2025-03-01,Outras receitas,438,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
3d55fb41-8e32-405c-b1e8-f5825ddb596f,26bac8f5-5b37-4151-a95c-247251b8556d,2025-04-01,Global Vita,3625,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
c5911175-c840-4d19-afc5-547930e6b436,26bac8f5-5b37-4151-a95c-247251b8556d,2025-04-01,Go On Outdoor,2500,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
fdc984b1-1654-406d-81ed-465bfe14b160,26bac8f5-5b37-4151-a95c-247251b8556d,2025-04-01,Wesley,2000,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
57f12bc5-aa7b-4de0-9c0a-c3bd86786a96,26bac8f5-5b37-4151-a95c-247251b8556d,2025-05-01,Global Vita,4150,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
d804fee9-0b0e-4ffb-b999-64f503e6b8ec,26bac8f5-5b37-4151-a95c-247251b8556d,2025-05-01,Go On Outdoor,2500,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
afa2650a-7be4-4af9-8c92-06ee0e290e19,26bac8f5-5b37-4151-a95c-247251b8556d,2025-05-01,Wesley,2000,2025-06-02 19:58:57.878317+00,2025-06-02 19:58:57.878317+00
